run_id,paper_uid,virtual_poster_id,title,first_author,first_author_affiliation_raw,korean_affiliation_included,affiliation_location,primary_affiliation_category,classification_confidence,classification_basis,classification_evidence_url,has_foreign_coaffiliation,foreign_institution_korean_person_status,foreign_identity_evidence_url,official_ecva_record_url,official_programme_data_url,prior_dataset_status,reaudit_diff_status,record_scope
eccv2026-reaudit-2026-09-10,4afa19649ae378da31a423bcd78a97c8,4784,Reflection-Aware Reasoning for Non-Line-of-Sight Pedestrian Localization,Byeonggyu Park,Seoul National University,true,Republic_of_Korea,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,direct_affiliation_mapping,Exact ECVA affiliation mapped to a Korean higher-education or science-and-technology institution.,,false,not_applicable_first_author_has_Korean_affiliation,,https://eccv.ecva.net/virtual/2026/poster/4784,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,present,unchanged,Korean_affiliation_selected_papers
eccv2026-reaudit-2026-09-10,81cacbb44ce8bf874ef92e1a73432c7f,4399,MedCAGD: Context-Aware Gated Decoder for Robust Medical Image Segmentation,Saad Wazir,"Korea Advanced Institute of Science & Technology (KAIST), Daejeon",true,Republic_of_Korea,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,direct_affiliation_mapping,Exact ECVA affiliation mapped to a Korean higher-education or science-and-technology institution.,,false,not_applicable_first_author_has_Korean_affiliation,,https://eccv.ecva.net/virtual/2026/poster/4399,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,present,unchanged,Korean_affiliation_selected_papers
eccv2026-reaudit-2026-09-10,cb59b747f88a35e0d452377f60f7c25f,4156,RainODE: Continuous-Time Precipitation Forecasting with Latent Neural ODEs,Yeeun Seong,Korea Advanced Institute of Science & Technology,true,Republic_of_Korea,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,direct_affiliation_mapping,Exact ECVA affiliation mapped to a Korean higher-education or science-and-technology institution.,,false,not_applicable_first_author_has_Korean_affiliation,,https://eccv.ecva.net/virtual/2026/poster/4156,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,present,unchanged,Korean_affiliation_selected_papers
eccv2026-reaudit-2026-09-10,b1c5390a0134fb5edeb8bef14441045b,5231,Dense Reward for Multi-View 3D Reasoning with Global Maps and Local Views,Jiho Choi,Korea Advanced Institute of Science and Technology,true,Republic_of_Korea,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,direct_affiliation_mapping,Exact ECVA affiliation mapped to a Korean higher-education or science-and-technology institution.,,false,not_applicable_first_author_has_Korean_affiliation,,https://eccv.ecva.net/virtual/2026/poster/5231,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,present,unchanged,Korean_affiliation_selected_papers
eccv2026-reaudit-2026-09-10,c563c2c394023a07d56ad6b3eb09537a,3949,Different Changes Require Different Reasoning: Change-Type-Specialized Experts for Robust Change Captioning,Jiyoung Park,Kyung Hee University,true,Republic_of_Korea,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,direct_affiliation_mapping,Exact ECVA affiliation mapped to a Korean higher-education or science-and-technology institution.,,false,not_applicable_first_author_has_Korean_affiliation,,https://eccv.ecva.net/virtual/2026/poster/3949,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,present,unchanged,Korean_affiliation_selected_papers
eccv2026-reaudit-2026-09-10,ae385516bf05975c06778418ba30dc0a,5652,Sink-Token-Aware Pruning for Fine-Grained Video Understanding in Efficient Video LLMs,Kibum Kim,KAIST,true,Republic_of_Korea,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,direct_affiliation_mapping,Exact ECVA affiliation mapped to a Korean higher-education or science-and-technology institution.,,false,not_applicable_first_author_has_Korean_affiliation,,https://eccv.ecva.net/virtual/2026/poster/5652,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,present,unchanged,Korean_affiliation_selected_papers
eccv2026-reaudit-2026-09-10,1fb2a1c37b18aa4611c3949d6148d0f8,3658,Multi-modal Knowledge Preserving Adapter for Embedding Backward Compatibility,Jaeseok Byun,Seoul National University,true,Republic_of_Korea,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,direct_affiliation_mapping,Exact ECVA affiliation mapped to a Korean higher-education or science-and-technology institution.,,false,not_applicable_first_author_has_Korean_affiliation,,https://eccv.ecva.net/virtual/2026/poster/3658,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,present,unchanged,Korean_affiliation_selected_papers
eccv2026-reaudit-2026-09-10,247411fabf61b4245eaaee76924795b7,5301,Region-Aware Multimodal Large Language Model via SlowFast Tokenization and Pseudo-Mask Guidance for 3D CT Report Generation,Sunggu Kyung,"Asan Medical Center, University of Ulsan",true,Republic_of_Korea,KOREAN_UNIVERSITY_OR_HOSPITAL,direct_affiliation_mapping,Exact ECVA affiliation names a Korean university-affiliated hospital or medical centre.,,false,not_applicable_first_author_has_Korean_affiliation,,https://eccv.ecva.net/virtual/2026/poster/5301,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,present,unchanged,Korean_affiliation_selected_papers
eccv2026-reaudit-2026-09-10,6375f34725de10852675ac6ee7dc9e40,5358,Flow Straight to Reality: Perceptually Consistent Flow Matching for Efficient Image Restoration,Sangwoo (Jason) Jo,Korea University,true,Republic_of_Korea,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,direct_affiliation_mapping,Exact ECVA affiliation mapped to a Korean higher-education or science-and-technology institution.,,false,not_applicable_first_author_has_Korean_affiliation,,https://eccv.ecva.net/virtual/2026/poster/5358,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,present,unchanged,Korean_affiliation_selected_papers
eccv2026-reaudit-2026-09-10,49c9adb18e44be0711a94e827042f630,3308,Anti-Prompt: Image Protection against Text-Guided Image-to-Video Generation,Yeonghwan Song,GIST,true,Republic_of_Korea,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,direct_affiliation_mapping,Exact ECVA affiliation mapped to a Korean higher-education or science-and-technology institution.,,false,not_applicable_first_author_has_Korean_affiliation,,https://eccv.ecva.net/virtual/2026/poster/3308,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,present,unchanged,Korean_affiliation_selected_papers
